Epoch,Total Loss,Validation Loss,Delta1 Accuracy,Average Time,RMSE
49.0,0.4728780327172115,0.693173330919496,0.5913302302360535,0.005592436626039702,0.7743911404034187
50.0,0.46542339489377776,0.6773518162040875,0.5922109253447632,0.005319570672923121,0.7707496681090059
51.0,0.4640529083794561,0.6835833618353153,0.586682108969524,0.0052994037496632545,0.768949511749991
52.0,0.423010865675992,0.7689685492679991,0.5624082409616175,0.005345751499307567,0.824176535524171
53.0,0.425498828291893,0.67131725210568,0.5987726529610569,0.005328178405761719,0.7551017783839127
54.0,0.39196978098359603,0.6582691600096637,0.6070916424023693,0.005684125012364881,0.7497189486848896
55.0,0.39797111883245667,0.6816751757829353,0.6072655160879267,0.0053898383831155715,0.762712097373502
56.0,0.4200241134084504,0.6768368852549586,0.601147739537831,0.005345784384628822,0.7588818756670788
57.0,0.41703366616676596,0.6844670419292204,0.6016384275822804,0.005432696178041655,0.7649996368021801
58.0,0.45094267561517914,0.6582291457673599,0.6025235846895596,0.005403831087309739,0.7523175863356426
59.0,0.44380681062566824,0.6477904897825472,0.6141639947891235,0.005319204823724155,0.7456325826973751
60.0,0.44916266048776693,0.6942545224366516,0.5991808700150457,0.004982389252761315,0.7731774922074943
61.0,0.4370783140947079,0.67522666063802,0.6088657440810368,0.005148653326363399,0.7581204766857212
62.0,0.41119752670156545,0.6839549675070006,0.6028995036051191,0.005424441962406553,0.7664427228015045
63.0,0.35723514341074847,0.6910795985624708,0.6037908515025829,0.005373679358383705,0.7742097280148802
64.0,0.4571575542976116,0.6479238220329943,0.6031307593501848,0.005221687514206459,0.74650256284352
65.0,0.3634272438698801,0.6674898169164,0.599378107436772,0.005049853489316743,0.7589565926584704
66.0,0.4001525830605934,0.6558851093567651,0.601359061896801,0.004920466192837419,0.7528197811595325
67.0,0.4213312252842147,0.6573751756343348,0.5997670806687454,0.005414054311555007,0.7545048615028118
68.0,0.36512688470297844,0.6693160145961005,0.6067322200999178,0.004803180694580078,0.7600900982988292
69.0,0.38625138843881673,0.6423120570593867,0.618529317707851,0.00530877606622104,0.7402586988333998
70.0,0.38628425012374745,0.6458488666805727,0.6215449086037176,0.005349081138084675,0.7354431347600345
71.0,0.37735839136715593,0.6407797079661797,0.6198955419762381,0.005153869760447535,0.738640048894389
72.0,0.3564479196893758,0.6775154664084829,0.5985678567968565,0.005129551065379176,0.7696107225171451
73.0,0.4752316444084562,0.7110840642246706,0.5921920232217888,0.005214851478050495,0.7859142212004497
74.0,0.36786273173217116,0.6721969167220181,0.612699834051831,0.00549140058714768,0.7550869825585135
75.0,0.3887993606000111,0.6469811188249752,0.6179121773818443,0.00533747673034668,0.7402174339212221
76.0,0.4115950126072456,0.6593588938743904,0.6163219156964072,0.00532136292293154,0.7533553813038201
77.0,0.39311946414667986,0.6633259299500235,0.6114751855874884,0.00514205159812138,0.7530271899083565
78.0,0.40581374898039063,0.6497751259855156,0.6098790723702003,0.0051980306362283644,0.7450373583826525
79.0,0.3372055780271004,0.6717201084669294,0.597173111962861,0.005455572029639934,0.7580077766344465
80.0,0.3705195594450523,0.6596722564306753,0.6125610138064829,0.005177090907918996,0.751950598996261
81.0,0.41148094113530786,0.6795512094836811,0.6017813737793215,0.006191261883439689,0.7682672317685753
82.0,0.35085562488128397,0.6682922522826441,0.6207439367627275,0.0052624981978843955,0.7502838080299312
83.0,0.4279990812827801,0.6461879347675833,0.6252906869711548,0.005503407840071054,0.7372085626783043
84.0,0.32291365543316153,0.6144107921883978,0.6348903448931102,0.005136021252336173,0.7218134213110496
85.0,0.34328468966073006,0.663528206019566,0.6229867249213416,0.004881908153665477,0.7515123640668804
86.0,0.3503002508960921,0.6308272284423483,0.6256277766721002,0.005415900000210466,0.7302026332452379
87.0,0.3979594810255643,0.6502588795947617,0.6235430497547676,0.004992842674255371,0.7473106399692339
88.0,0.3738596624341504,0.6215985597207628,0.6318204584049767,0.005582924546866581,0.7257903341589302
89.0,0.38536590697436496,0.6282412210672066,0.6247481141110947,0.005137603858421589,0.7322367326966648
90.0,0.3268309328062781,0.6438472602387955,0.6240419819951057,0.005110547460358718,0.7361636300539148
91.0,0.36983127429567536,0.6255861430846411,0.6295814479476419,0.005435931271520154,0.7292306361527279
92.0,0.3910633448896737,0.6246948642977352,0.62205655782901,0.005216372424158557,0.7257411485088283
93.0,0.3448581469470057,0.6342223749078554,0.6256023473266897,0.005524799741547683,0.734657638545694
94.0,0.3441878069063713,0.6486722304132478,0.6183063055163828,0.005239330489059974,0.7496559450338627
95.0,0.355645090341568,0.6491326202863249,0.6177444930734306,0.005593258759071087,0.7476600901833896
96.0,0.36390161257365655,0.6242122182558323,0.6237749909532482,0.00537444805276805,0.733127968578503
97.0,0.3051267939394918,0.646766145296138,0.6167926671433037,0.004986105294063173,0.7456802967293509
98.0,0.33195384823042773,0.6225630940291388,0.6280028694148722,0.005324861098980081,0.730543549718528
99.0,0.35755743343254615,0.6529960061969429,0.6249037697140513,0.005071718117286419,0.7453016212274288
100.0,0.3746544215185889,0.6871381982647139,0.6086389561151636,0.005210518836975098,0.7708144588717099
101.0,0.36617119918609486,0.6283151815677511,0.6275461967392214,0.005192020843768942,0.7307946065376545
102.0,0.35065938840652333,0.6643842386788336,0.6163308477864183,0.00530412690392856,0.7543732852771364
103.0,0.3229553745738391,0.6496549759959352,0.6193715269709456,0.005100624314669905,0.7454081331861431
104.0,0.3623717386147072,0.6753008549326452,0.6057230105687832,0.00534515956352497,0.7639206699256239
105.0,0.34303279272441206,0.6307136839063003,0.632080579112316,0.005180395882705162,0.7292008605496637
106.0,0.33156872515020697,0.6343347660169519,0.6318139351647476,0.00492347108906713,0.7365614186073172
107.0,0.3883538518486352,0.695970971008827,0.6051883459861936,0.006179049097258469,0.7770564016597025
108.0,0.4119209708838627,0.631170185090139,0.6251401824170145,0.005164623260498047,0.7338099037778789
109.0,0.3433091213990902,0.6558862201355654,0.6181829485656887,0.005152496798285122,0.7489154472433287
110.0,0.31328830739547464,0.633730102201988,0.6284481938286074,0.005782900185420595,0.7320792217706812
111.0,0.3569071118173928,0.6468876746707949,0.6201522273236307,0.005433148351208917,0.743086949504655
112.0,0.3574448412862317,0.6663981092901066,0.6102951980870346,0.005156142958279313,0.7566802332113529
113.0,0.3785484787719003,0.6153548201867218,0.6278544203217687,0.005116322944904196,0.7249216062241587
114.0,0.38001374694807777,0.6193379073821265,0.632876398748365,0.005932068002635035,0.721549331628043
115.0,0.33588397297365913,0.6434534007105334,0.6115109149751992,0.005226468217783961,0.7505028802773048
116.0,0.32309093814471673,0.6741472801257824,0.603399470448494,0.006003716896320212,0.7649203040476503
117.0,0.3177296442204508,0.6293580692646832,0.6277375938049679,0.005636239873951879,0.7312302887439728
118.0,0.31631330734696883,0.6083204700001354,0.6400497709882671,0.005459127755000673,0.7114561549548445
119.0,0.30914584161906405,0.6295986071485897,0.6260717351888788,0.005386048349840888,0.7329527566145206
120.0,0.29470824989779243,0.617592479134428,0.6272451860894417,0.005184868286395895,0.7270321034151932
121.0,0.35281769417483233,0.621034989069248,0.6216194758127476,0.005372211850922683,0.7235393426541624
122.0,0.342632791605489,0.6468370872838743,0.6194694539339378,0.00523221492767334,0.7419198962121174
123.0,0.31467694866246193,0.6280162705686586,0.6282186576261602,0.005528306138926539,0.7326736809878514
124.0,0.3527924957974204,0.6027753435332199,0.6362582905025318,0.00536239558252795,0.715032249175269
125.0,0.30146268010139465,0.6174285835747061,0.6259511244194261,0.005261947368753368,0.7292102626685438
126.0,0.36143103755753614,0.6488335365108375,0.6179967029341336,0.005133867263793945,0.7471638928199636
127.0,0.2710529427076208,0.6176271349962416,0.6247955329459289,0.00544568999060269,0.7222717666420443
128.0,0.3216929178813408,0.6029184623781977,0.633032062187277,0.005260627845237995,0.7142598074058006
129.0,0.349945192706996,0.6109837347577358,0.6402566281372103,0.005275270034526956,0.7093336715780455
130.0,0.3044943095281206,0.6076712004583458,0.6322853739919334,0.005074040643100081,0.7175829610947905
131.0,0.27821049864949854,0.6157314764528439,0.6274774727122537,0.005877371492057011,0.7248082006799763
132.0,0.31814194188035766,0.6083461032088461,0.6329763878522248,0.005205976551976697,0.7145296926128453
133.0,0.30306520235949547,0.6084217115722853,0.6354459763087076,0.005439754190116093,0.7135655967326
134.0,0.30045030548654755,0.618721222312286,0.6318695966539711,0.0058290341804767476,0.7249444743682598
135.0,0.3109441702735835,0.603366511263724,0.6399174792499378,0.0054101820649771854,0.7068927673430279
136.0,0.3900210728933071,0.6100981514258631,0.6287711943531858,0.005500653694415915,0.7265280875666388
137.0,0.3045415184621153,0.5948960728429514,0.6369785116664295,0.005342310872571221,0.7115502403727894
138.0,0.3039579468554464,0.582319057321754,0.6391938182300535,0.0056683400581622944,0.7021035906569711
139.0,0.32655665432584696,0.6534524670448797,0.6123510601705519,0.005481728192033439,0.7514271957093271
140.0,0.3069445362378811,0.5856746746034458,0.6442621838429878,0.005658626556396484,0.7023729933746929
141.0,0.3609176154794364,0.5947896934531886,0.6440975925531881,0.005378760140517662,0.7056721911348146
142.0,0.3086011702644414,0.6138069002792753,0.6286598641810746,0.004977403015925966,0.7263086684818926
143.0,0.2778661358973076,0.5986588075757027,0.6375853419303894,0.0054229744549455314,0.7163479523412113
144.0,0.34633009444023,0.6135130221473759,0.627631411984049,0.005236078952920848,0.7258599940045126
145.0,0.3150775509661642,0.6072466745972633,0.6353789711820668,0.005453594799699454,0.719081294433824
146.0,0.30681563554138974,0.5927041718928978,0.6331705376505852,0.00522319612831905,0.712580734285815
147.0,0.29861448499663124,0.6132088042795658,0.6335986870630034,0.005534891424507931,0.7228803208162045
148.0,0.2843374224572346,0.6093123164670221,0.631005743197326,0.005982978590603532,0.7206699385725218
149.0,0.2941152319825929,0.5846931212421121,0.6449772517742782,0.005557812493422936,0.7051300257444382
150.0,0.36386285208422564,0.6173489643581982,0.6298638980450302,0.005711259513065733,0.7293933779001236
151.0,0.30246866057659016,0.5984807751815895,0.6372389739443516,0.005777132922205432,0.7160064465013044
152.0,0.2805136529536083,0.5815694863940107,0.6411094853076441,0.005182640305880843,0.7036421658663914
153.0,0.2825449376270689,0.6241335638895117,0.6245763047501959,0.005722937912776552,0.7346079806829321
154.0,0.3056284512939124,0.5810344435017685,0.6487037894026987,0.005425683383283944,0.7010470839409992
155.0,0.33595371554637776,0.591119065238484,0.6451549059871969,0.004880605072810732,0.7108025088392455
156.0,0.3282867680335867,0.6006876457611035,0.6439711407854639,0.005077177080614814,0.7154209151350218
157.0,0.3391503280606763,0.5937575750566763,0.6437659970131414,0.005087301648896316,0.7100076212965208
158.0,0.3117228689892539,0.6050893354775577,0.6454126156609634,0.005130327981093834,0.7090651254201757
159.0,0.3483419957859763,0.6025892230200356,0.6381499037660402,0.005687836943001583,0.7185915590360247
160.0,0.32200595530970344,0.6070145403259787,0.6455469735223671,0.006141921569561136,0.7131853098499363
161.0,0.29433931924145795,0.6124971313723202,0.6371668139151458,0.0054926050120386585,0.7229963993204052
162.0,0.275859534740448,0.5928782073074373,0.6470368954128233,0.005286401715771905,0.709382567426254
163.0,0.2847696925545561,0.586302946867614,0.6514819408285206,0.005440107707319589,0.6999531064567894
164.0,0.2591028496109206,0.619596224021295,0.6352755404238043,0.0054927735493100925,0.7256682879965881
165.0,0.3050291959581704,0.6132068280772917,0.6400841331944384,0.005225769404707284,0.7212056450802704
166.0,0.32883721744192057,0.5757223998421225,0.6520166132470657,0.0055129034765835465,0.6965995985886146
167.0,0.28235318383266184,0.5863540325442265,0.6486780197712881,0.005248287628436911,0.7016252942126373
168.0,0.28982086531047163,0.5912704277655174,0.6416627135256241,0.005368598576249747,0.7072863183144865
169.0,0.31524739260303564,0.6097924078589884,0.6371692167273884,0.005760390183021282,0.7191992607609979
170.0,0.3866908144334267,0.6049569507354292,0.6399188552950991,0.005380885354403792,0.7136653733664545
171.0,0.3292870716802005,0.5988558376657551,0.6409820040752148,0.005344320987832957,0.7102466616137274
172.0,0.2782904454346361,0.6137535222645464,0.6356353130320023,0.005337521947663406,0.7218443535525223
173.0,0.2792967902175311,0.5870177846016555,0.6547026721567943,0.00517000412118846,0.6979802667066969
174.0,0.2693396832408576,0.6517316661775112,0.6230389578589077,0.005370308612955028,0.7490098486686575
175.0,0.3033052770228222,0.6337029134918903,0.6316022613439066,0.005335076101895036,0.7356239577819561
176.0,0.2667833263504094,0.6077927420365399,0.6452765414683983,0.005303481529498923,0.7117561261201727
177.0,0.2770479527013055,0.6000165082514286,0.646985701702792,0.005508759926105368,0.7070730693381408
178.0,0.2976422941890256,0.6005672912659317,0.6450597207094061,0.005234056505663642,0.7038910830843037
179.0,0.27438854965670356,0.5787933598561533,0.6517551209906052,0.0053292471787025186,0.6989363647740463
180.0,0.31293906040232755,0.6107684742530872,0.6379134947883671,0.00538747475065034,0.7223146753064518
181.0,0.2874385329156086,0.6096608214851084,0.6429028326067431,0.0051771196825750945,0.7138144224882126
182.0,0.298908023484822,0.5838500687788273,0.647585658677693,0.005106749205753721,0.7037869378410536
183.0,0.30421713405642015,0.5980258970681963,0.638520322740078,0.005428807488803206,0.7165435444692085
184.0,0.29384562013478116,0.6143662045741903,0.6295189063610702,0.005194700997451256,0.724425104157678
185.0,0.31311199685622904,0.6185719526276506,0.6312191280825384,0.005552801592596646,0.7238341724050457
186.0,0.2742183917555316,0.5831338073416003,0.6540223100575907,0.00522704371090593,0.6973808371815188
187.0,0.27624767402122763,0.5945855596199118,0.6488168419435106,0.005341233878300108,0.7039808857029882
188.0,0.31690880836083973,0.6040734630720369,0.640116430562118,0.0054681095583685516,0.7223276680913465
189.0,0.3271416137958395,0.5735244079139726,0.6569897946098755,0.005604965933438005,0.6892685140001362
190.0,0.33240522135948314,0.5888230494897941,0.6407232636521603,0.005141291125067349,0.710741912496501
191.0,0.2537432952687658,0.5858049937363329,0.6533175506468477,0.0052802686033577755,0.6944100199074581
192.0,0.29176015843605174,0.5757254761611593,0.6539948197274372,0.0054695318485128465,0.6952886704740853
193.0,0.2828827156075116,0.5702209955659406,0.6549634828135885,0.0055157521675372944,0.6934815717154535
194.0,0.30126285167603656,0.585521437227726,0.6489415762239489,0.006129425147484089,0.7033300738910149
195.0,0.2593153345173803,0.582702132134602,0.6511067130185407,0.005325280386826088,0.6988461053576963
196.0,0.2781474970538041,0.5822915337209044,0.6491645828917109,0.005400106824677566,0.7033636996458317
197.0,0.3706629188924,0.6096265351977842,0.6374503004139868,0.005271451226596175,0.7251590053583014
198.0,0.28875758575982063,0.5780447499248488,0.647413848289128,0.005705274384597252,0.6985759616925798
199.0,0.29721161389145356,0.5732817616442154,0.6520159288213171,0.0054300242456896556,0.6970102134449728
200.0,0.32554848055387364,0.5601611576717476,0.655805343697811,0.005578279495239258,0.688640239423719
